,,,
1,0.0696,284.8,-1.20172599961489
36,0.8132,285.3,0.0854378593387537
35,0.8111,285.6,0.0673789169832162
3,0.0868,288.2,0.0242782002905528
5,0.1119,291.2,0.262998650782265
33,0.7635,291.4,-0.260077177194034
34,0.7651,291.6,0.114724592004166
2,0.0794,293.1,5.8299601770355
7,0.1377,293.7,0.376973633946534
31,0.7073,296.1,-0.544895246829412
9,0.1682,296.3,0.66623090597227
4,0.105,296.4,6.17630837207247
32,0.7155,296.4,0.354313631730918
11,0.2046,297.5,-0.286911094580432
6,0.1279,298,5.53317306069761
12,0.2344,298.7,-0.448701854170508
30,0.6612,298.8,-0.541317905895369
8,0.1561,299.4,4.62223510406614
29,0.6533,299.9,0.197836749539022
14,0.2753,300,-0.55355826667369
16,0.3172,300.6,-0.963363314680009
28,0.6129,300.6,-0.567887159135353
17,0.3598,301.3,-0.957789077689824
25,0.5659,301.5,-0.72432904575976
10,0.1928,301.6,4.44678796985039
19,0.4062,301.7,-1.02351885361298
27,0.6094,301.7,0.431796865651904
21,0.4564,301.9,-1.03970412591696
23,0.5141,302.1,-0.703180093648427
13,0.2387,302.8,3.48029244841678
26,0.5676,302.8,0.603956057973846
15,0.3015,303.5,2.27180969656138
24,0.5204,303.5,0.741005841704521
18,0.3795,303.7,1.21128487629704
20,0.432,303.7,0.829100721803968
22,0.475,303.8,0.855713578824293
